"segment","sample","chromosome","start","end","copy_number","absolute_copy_number","bin_count","sum_of_bin_lengths","weight","ploidy","cellularity"
1,"SLX-13696.D711_D501","1",1000001,248500000,1.006,2.24,367,183500000,367,2,0.05
2,"SLX-13696.D711_D501","10",1,134000000,0.988,1.52,210,105000000,210,2,0.05
3,"SLX-13696.D711_D501","11",500001,134500000,0.988,1.52,215,107500000,215,2,0.05
4,"SLX-13696.D711_D501","12",1000001,88500000,1.019,2.76,137,68500000,137,2,0.05
5,"SLX-13696.D711_D501","12",88500001,94000000,1.145,7.8,10,5000000,10,2,0.05
6,"SLX-13696.D711_D501","12",95000001,125000000,0.994,1.76,55,27500000,55,2,0.05
7,"SLX-13696.D711_D501","12",126000001,133500000,0.871,-3.16,11,5500000,11,2,0.05
8,"SLX-13696.D711_D501","13",20000001,115169878,0.996,1.84,166,82669878,165.339756,2,0.05
9,"SLX-13696.D711_D501","14",20500001,106000000,0.996,1.84,150,75000000,150,2,0.05
10,"SLX-13696.D711_D501","15",22000001,35500000,0.895,-2.2,15,7500000,15,2,0.05
11,"SLX-13696.D711_D501","15",36000001,78000000,1.026,3.04,77,38500000,77,2,0.05
12,"SLX-13696.D711_D501","15",78000001,102500000,0.956,0.239999999999998,42,21000000,42,2,0.05
13,"SLX-13696.D711_D501","16",500001,90000000,0.966,0.639999999999999,118,59000000,118,2,0.05
14,"SLX-13696.D711_D501","17",1,81000000,0.99,1.6,121,60500000,121,2,0.05
15,"SLX-13696.D711_D501","18",500001,78077248,1.038,3.52,127,63077248,126.154496,2,0.05
16,"SLX-13696.D711_D501","19",1000001,59000000,0.964,0.559999999999999,79,39500000,79,2,0.05
17,"SLX-13696.D711_D501","2",1000001,243000000,1.001,2.04,385,192500000,385,2,0.05
18,"SLX-13696.D711_D501","20",1,62500000,0.986,1.44,106,53000000,106,2,0.05
19,"SLX-13696.D711_D501","21",15500001,48000000,1.001,2.04,51,25500000,51,2,0.05
20,"SLX-13696.D711_D501","22",19000001,51000000,0.958,0.319999999999999,54,27000000,54,2,0.05
21,"SLX-13696.D711_D501","3",1,197500000,1.143,7.72,335,167500000,335,2,0.05
22,"SLX-13696.D711_D501","4",500001,24500000,0.95,-0.00000000000000177635683940025,36,18000000,36,2,0.05
23,"SLX-13696.D711_D501","4",24500001,178000000,1.011,2.44,258,129000000,258,2,0.05
24,"SLX-13696.D711_D501","4",178000001,190000000,0.95,-0.00000000000000177635683940025,22,11000000,22,2,0.05
25,"SLX-13696.D711_D501","5",500001,8500000,0.875,-3,13,6500000,13,2,0.05
26,"SLX-13696.D711_D501","5",8500001,36000000,0.964,0.559999999999999,44,22000000,44,2,0.05
27,"SLX-13696.D711_D501","5",36000001,150000000,1.023,2.92,193,96500000,193,2,0.05
28,"SLX-13696.D711_D501","5",150500001,180500000,0.955,0.199999999999998,49,24500000,49,2,0.05
29,"SLX-13696.D711_D501","6",500001,170500000,1.021,2.84,283,141500000,283,2,0.05
30,"SLX-13696.D711_D501","7",1,159000000,0.988,1.52,251,125500000,251,2,0.05
31,"SLX-13696.D711_D501","8",500001,146364022,1.117,6.68,243,121364022,242.728044,2,0.05
32,"SLX-13696.D711_D501","9",500001,140500000,0.981,1.24,184,92000000,184,2,0.05
33,"SLX-13696.D711_D501","1",1000001,248500000,1.006,2.12,367,183500000,367,2,0.1
34,"SLX-13696.D711_D501","10",1,134000000,0.988,1.76,210,105000000,210,2,0.1
35,"SLX-13696.D711_D501","11",500001,134500000,0.988,1.76,215,107500000,215,2,0.1
36,"SLX-13696.D711_D501","12",1000001,88500000,1.019,2.38,137,68500000,137,2,0.1
37,"SLX-13696.D711_D501","12",88500001,94000000,1.145,4.9,10,5000000,10,2,0.1
38,"SLX-13696.D711_D501","12",95000001,125000000,0.994,1.88,55,27500000,55,2,0.1
39,"SLX-13696.D711_D501","12",126000001,133500000,0.871,-0.58,11,5500000,11,2,0.1
40,"SLX-13696.D711_D501","13",20000001,115169878,0.996,1.92,166,82669878,165.339756,2,0.1
41,"SLX-13696.D711_D501","14",20500001,106000000,0.996,1.92,150,75000000,150,2,0.1
42,"SLX-13696.D711_D501","15",22000001,35500000,0.895,-0.0999999999999996,15,7500000,15,2,0.1
43,"SLX-13696.D711_D501","15",36000001,78000000,1.026,2.52,77,38500000,77,2,0.1
44,"SLX-13696.D711_D501","15",78000001,102500000,0.956,1.12,42,21000000,42,2,0.1
45,"SLX-13696.D711_D501","16",500001,90000000,0.966,1.32,118,59000000,118,2,0.1
46,"SLX-13696.D711_D501","17",1,81000000,0.99,1.8,121,60500000,121,2,0.1
47,"SLX-13696.D711_D501","18",500001,78077248,1.038,2.76,127,63077248,126.154496,2,0.1
48,"SLX-13696.D711_D501","19",1000001,59000000,0.964,1.28,79,39500000,79,2,0.1
49,"SLX-13696.D711_D501","2",1000001,243000000,1.001,2.02,385,192500000,385,2,0.1
50,"SLX-13696.D711_D501","20",1,62500000,0.986,1.72,106,53000000,106,2,0.1
51,"SLX-13696.D711_D501","21",15500001,48000000,1.001,2.02,51,25500000,51,2,0.1
52,"SLX-13696.D711_D501","22",19000001,51000000,0.958,1.16,54,27000000,54,2,0.1
53,"SLX-13696.D711_D501","3",1,197500000,1.143,4.86,335,167500000,335,2,0.1
54,"SLX-13696.D711_D501","4",500001,24500000,0.95,0.999999999999999,36,18000000,36,2,0.1
55,"SLX-13696.D711_D501","4",24500001,178000000,1.011,2.22,258,129000000,258,2,0.1
56,"SLX-13696.D711_D501","4",178000001,190000000,0.95,0.999999999999999,22,11000000,22,2,0.1
57,"SLX-13696.D711_D501","5",500001,8500000,0.875,-0.5,13,6500000,13,2,0.1
58,"SLX-13696.D711_D501","5",8500001,36000000,0.964,1.28,44,22000000,44,2,0.1
59,"SLX-13696.D711_D501","5",36000001,150000000,1.023,2.46,193,96500000,193,2,0.1
60,"SLX-13696.D711_D501","5",150500001,180500000,0.955,1.1,49,24500000,49,2,0.1
61,"SLX-13696.D711_D501","6",500001,170500000,1.021,2.42,283,141500000,283,2,0.1
62,"SLX-13696.D711_D501","7",1,159000000,0.988,1.76,251,125500000,251,2,0.1
63,"SLX-13696.D711_D501","8",500001,146364022,1.117,4.34,243,121364022,242.728044,2,0.1
64,"SLX-13696.D711_D501","9",500001,140500000,0.981,1.62,184,92000000,184,2,0.1
65,"SLX-13696.D711_D501","1",1000001,248500000,1.006,2.08,367,183500000,367,2,0.15
66,"SLX-13696.D711_D501","10",1,134000000,0.988,1.84,210,105000000,210,2,0.15
67,"SLX-13696.D711_D501","11",500001,134500000,0.988,1.84,215,107500000,215,2,0.15
68,"SLX-13696.D711_D501","12",1000001,88500000,1.019,2.25333333333333,137,68500000,137,2,0.15
69,"SLX-13696.D711_D501","12",88500001,94000000,1.145,3.93333333333333,10,5000000,10,2,0.15
70,"SLX-13696.D711_D501","12",95000001,125000000,0.994,1.92,55,27500000,55,2,0.15
71,"SLX-13696.D711_D501","12",126000001,133500000,0.871,0.28,11,5500000,11,2,0.15
72,"SLX-13696.D711_D501","13",20000001,115169878,0.996,1.94666666666667,166,82669878,165.339756,2,0.15
73,"SLX-13696.D711_D501","14",20500001,106000000,0.996,1.94666666666667,150,75000000,150,2,0.15
74,"SLX-13696.D711_D501","15",22000001,35500000,0.895,0.6,15,7500000,15,2,0.15
75,"SLX-13696.D711_D501","15",36000001,78000000,1.026,2.34666666666667,77,38500000,77,2,0.15
76,"SLX-13696.D711_D501","15",78000001,102500000,0.956,1.41333333333333,42,21000000,42,2,0.15
77,"SLX-13696.D711_D501","16",500001,90000000,0.966,1.54666666666667,118,59000000,118,2,0.15
78,"SLX-13696.D711_D501","17",1,81000000,0.99,1.86666666666667,121,60500000,121,2,0.15
79,"SLX-13696.D711_D501","18",500001,78077248,1.038,2.50666666666667,127,63077248,126.154496,2,0.15
80,"SLX-13696.D711_D501","19",1000001,59000000,0.964,1.52,79,39500000,79,2,0.15
81,"SLX-13696.D711_D501","2",1000001,243000000,1.001,2.01333333333333,385,192500000,385,2,0.15
82,"SLX-13696.D711_D501","20",1,62500000,0.986,1.81333333333333,106,53000000,106,2,0.15
83,"SLX-13696.D711_D501","21",15500001,48000000,1.001,2.01333333333333,51,25500000,51,2,0.15
84,"SLX-13696.D711_D501","22",19000001,51000000,0.958,1.44,54,27000000,54,2,0.15
85,"SLX-13696.D711_D501","3",1,197500000,1.143,3.90666666666667,335,167500000,335,2,0.15
86,"SLX-13696.D711_D501","4",500001,24500000,0.95,1.33333333333333,36,18000000,36,2,0.15
87,"SLX-13696.D711_D501","4",24500001,178000000,1.011,2.14666666666667,258,129000000,258,2,0.15
88,"SLX-13696.D711_D501","4",178000001,190000000,0.95,1.33333333333333,22,11000000,22,2,0.15
89,"SLX-13696.D711_D501","5",500001,8500000,0.875,0.333333333333333,13,6500000,13,2,0.15
90,"SLX-13696.D711_D501","5",8500001,36000000,0.964,1.52,44,22000000,44,2,0.15
91,"SLX-13696.D711_D501","5",36000001,150000000,1.023,2.30666666666667,193,96500000,193,2,0.15
92,"SLX-13696.D711_D501","5",150500001,180500000,0.955,1.4,49,24500000,49,2,0.15
93,"SLX-13696.D711_D501","6",500001,170500000,1.021,2.28,283,141500000,283,2,0.15
94,"SLX-13696.D711_D501","7",1,159000000,0.988,1.84,251,125500000,251,2,0.15
95,"SLX-13696.D711_D501","8",500001,146364022,1.117,3.56,243,121364022,242.728044,2,0.15
96,"SLX-13696.D711_D501","9",500001,140500000,0.981,1.74666666666667,184,92000000,184,2,0.15
97,"SLX-13696.D711_D501","1",1000001,248500000,1.006,2.743,367,183500000,367,2.5,0.05
98,"SLX-13696.D711_D501","10",1,134000000,0.988,2.014,210,105000000,210,2.5,0.05
99,"SLX-13696.D711_D501","11",500001,134500000,0.988,2.014,215,107500000,215,2.5,0.05
100,"SLX-13696.D711_D501","12",1000001,88500000,1.019,3.2695,137,68500000,137,2.5,0.05
101,"SLX-13696.D711_D501","12",88500001,94000000,1.145,8.3725,10,5000000,10,2.5,0.05
102,"SLX-13696.D711_D501","12",95000001,125000000,0.994,2.257,55,27500000,55,2.5,0.05
103,"SLX-13696.D711_D501","12",126000001,133500000,0.871,-2.7245,11,5500000,11,2.5,0.05
104,"SLX-13696.D711_D501","13",20000001,115169878,0.996,2.338,166,82669878,165.339756,2.5,0.05
105,"SLX-13696.D711_D501","14",20500001,106000000,0.996,2.338,150,75000000,150,2.5,0.05
106,"SLX-13696.D711_D501","15",22000001,35500000,0.895,-1.7525,15,7500000,15,2.5,0.05
107,"SLX-13696.D711_D501","15",36000001,78000000,1.026,3.553,77,38500000,77,2.5,0.05
108,"SLX-13696.D711_D501","15",78000001,102500000,0.956,0.717999999999998,42,21000000,42,2.5,0.05
109,"SLX-13696.D711_D501","16",500001,90000000,0.966,1.123,118,59000000,118,2.5,0.05
110,"SLX-13696.D711_D501","17",1,81000000,0.99,2.095,121,60500000,121,2.5,0.05
111,"SLX-13696.D711_D501","18",500001,78077248,1.038,4.039,127,63077248,126.154496,2.5,0.05
112,"SLX-13696.D711_D501","19",1000001,59000000,0.964,1.042,79,39500000,79,2.5,0.05
113,"SLX-13696.D711_D501","2",1000001,243000000,1.001,2.5405,385,192500000,385,2.5,0.05
114,"SLX-13696.D711_D501","20",1,62500000,0.986,1.933,106,53000000,106,2.5,0.05
115,"SLX-13696.D711_D501","21",15500001,48000000,1.001,2.5405,51,25500000,51,2.5,0.05
116,"SLX-13696.D711_D501","22",19000001,51000000,0.958,0.798999999999999,54,27000000,54,2.5,0.05
117,"SLX-13696.D711_D501","3",1,197500000,1.143,8.2915,335,167500000,335,2.5,0.05
118,"SLX-13696.D711_D501","4",500001,24500000,0.95,0.474999999999998,36,18000000,36,2.5,0.05
119,"SLX-13696.D711_D501","4",24500001,178000000,1.011,2.9455,258,129000000,258,2.5,0.05
120,"SLX-13696.D711_D501","4",178000001,190000000,0.95,0.474999999999998,22,11000000,22,2.5,0.05
121,"SLX-13696.D711_D501","5",500001,8500000,0.875,-2.5625,13,6500000,13,2.5,0.05
122,"SLX-13696.D711_D501","5",8500001,36000000,0.964,1.042,44,22000000,44,2.5,0.05
123,"SLX-13696.D711_D501","5",36000001,150000000,1.023,3.4315,193,96500000,193,2.5,0.05
