"segment","sample","chromosome","start","end","copy_number","absolute_copy_number","bin_count","sum_of_bin_lengths","weight","ploidy","cellularity"
1,"SLX-9242.D708_D506","1",1000001,248500000,1.06,4.4,367,183500000,367,2,0.05
2,"SLX-9242.D708_D506","10",1,134000000,1.06,4.4,210,105000000,210,2,0.05
3,"SLX-9242.D708_D506","11",500001,134500000,1.002,2.08,215,107500000,215,2,0.05
4,"SLX-9242.D708_D506","12",1000001,133500000,0.948,-0.0800000000000018,213,106500000,213,2,0.05
5,"SLX-9242.D708_D506","13",20000001,115169878,1.005,2.2,166,82669878,165.339756,2,0.05
6,"SLX-9242.D708_D506","14",20500001,106000000,0.881,-2.76,150,75000000,150,2,0.05
7,"SLX-9242.D708_D506","15",22000001,102500000,1.002,2.08,134,67000000,134,2,0.05
8,"SLX-9242.D708_D506","16",500001,90000000,0.936,-0.559999999999998,118,59000000,118,2,0.05
9,"SLX-9242.D708_D506","17",1,81000000,0.963,0.519999999999999,121,60500000,121,2,0.05
10,"SLX-9242.D708_D506","18",500001,27500000,0.998,1.92,39,19500000,39,2,0.05
11,"SLX-9242.D708_D506","18",27500001,78077248,0.936,-0.559999999999998,88,43577248,87.154496,2,0.05
12,"SLX-9242.D708_D506","19",1000001,39500000,0.986,1.44,53,26500000,53,2,0.05
13,"SLX-9242.D708_D506","19",39500001,59000000,1.055,4.2,26,13000000,26,2,0.05
14,"SLX-9242.D708_D506","2",1000001,130000000,1.081,5.24,199,99500000,199,2,0.05
15,"SLX-9242.D708_D506","2",131500001,243000000,1.002,2.08,186,93000000,186,2,0.05
16,"SLX-9242.D708_D506","20",1,37000000,1.208,10.32,60,30000000,60,2,0.05
17,"SLX-9242.D708_D506","20",37000001,62500000,1.316,14.64,46,23000000,46,2,0.05
18,"SLX-9242.D708_D506","21",15500001,48000000,0.857,-3.72,51,25500000,51,2,0.05
19,"SLX-9242.D708_D506","22",19000001,51000000,0.891,-2.36,54,27000000,54,2,0.05
20,"SLX-9242.D708_D506","3",1,7000000,0.951,0.0399999999999983,12,6000000,12,2,0.05
21,"SLX-9242.D708_D506","3",7000001,52000000,1.025,3,78,39000000,78,2,0.05
22,"SLX-9242.D708_D506","3",52000001,89500000,0.966,0.639999999999999,67,33500000,67,2,0.05
23,"SLX-9242.D708_D506","3",89500001,197500000,1.092,5.68,178,89000000,178,2,0.05
24,"SLX-9242.D708_D506","4",500001,58000000,0.9,-2,88,44000000,88,2,0.05
25,"SLX-9242.D708_D506","4",58500001,64000000,0.802,-5.92,10,5000000,10,2,0.05
26,"SLX-9242.D708_D506","4",64500001,76500000,1.108,6.32,19,9500000,19,2,0.05
27,"SLX-9242.D708_D506","4",77500001,83500000,0.903,-1.88,9,4500000,9,2,0.05
28,"SLX-9242.D708_D506","4",83500001,150000000,0.828,-4.88,120,60000000,120,2,0.05
29,"SLX-9242.D708_D506","4",151000001,174000000,0.893,-2.28,40,20000000,40,2,0.05
30,"SLX-9242.D708_D506","4",174000001,190000000,0.736,-8.56,30,15000000,30,2,0.05
31,"SLX-9242.D708_D506","5",500001,33000000,1.108,6.32,53,26500000,53,2,0.05
32,"SLX-9242.D708_D506","5",33000001,50500000,1.161,8.44,23,11500000,23,2,0.05
33,"SLX-9242.D708_D506","5",50500001,174500000,0.983,1.32,216,108000000,216,2,0.05
34,"SLX-9242.D708_D506","5",176000001,180500000,1.082,5.28,7,3500000,7,2,0.05
