"segment","sample","chromosome","start","end","copy_number","absolute_copy_number","bin_count","sum_of_bin_lengths","weight","ploidy","cellularity"
1,"SLX-13692.D701_D502","1",1000001,248500000,0.975,0.999999999999999,367,183500000,367,2,0.05
2,"SLX-13692.D701_D502","10",1,134000000,0.973,0.919999999999999,210,105000000,210,2,0.05
3,"SLX-13692.D701_D502","11",500001,66500000,1.001,2.04,103,51500000,103,2,0.05
4,"SLX-13692.D701_D502","11",66500001,78500000,1.429,19.16,15,7500000,15,2,0.05
5,"SLX-13692.D701_D502","11",78500001,95500000,1.089,5.56,24,12000000,24,2,0.05
6,"SLX-13692.D701_D502","11",95500001,105500000,1.244,11.76,18,9000000,18,2,0.05
7,"SLX-13692.D701_D502","11",105500001,134500000,0.93,-0.799999999999998,55,27500000,55,2,0.05
8,"SLX-13692.D701_D502","12",1000001,34000000,0.984,1.36,56,28000000,56,2,0.05
9,"SLX-13692.D701_D502","12",39000001,88500000,0.876,-2.96,81,40500000,81,2,0.05
10,"SLX-13692.D701_D502","12",88500001,93000000,0.953,0.119999999999998,8,4000000,8,2,0.05
11,"SLX-13692.D701_D502","12",93000001,133500000,0.856,-3.76,68,34000000,68,2,0.05
12,"SLX-13692.D701_D502","13",20000001,115169878,0.936,-0.559999999999998,166,82669878,165.339756,2,0.05
13,"SLX-13692.D701_D502","14",20500001,32000000,0.877,-2.92,21,10500000,21,2,0.05
14,"SLX-13692.D701_D502","14",32000001,39500000,0.97,0.799999999999999,14,7000000,14,2,0.05
15,"SLX-13692.D701_D502","14",39500001,53000000,1.183,9.32,23,11500000,23,2,0.05
16,"SLX-13692.D701_D502","14",53500001,106000000,0.934,-0.639999999999998,92,46000000,92,2,0.05
17,"SLX-13692.D701_D502","15",22000001,102500000,0.956,0.239999999999998,134,67000000,134,2,0.05
18,"SLX-13692.D701_D502","16",500001,29000000,0.916,-1.36,38,19000000,38,2,0.05
19,"SLX-13692.D701_D502","16",30000001,76000000,0.99,1.6,57,28500000,57,2,0.05
20,"SLX-13692.D701_D502","16",76000001,90000000,0.916,-1.36,23,11500000,23,2,0.05
21,"SLX-13692.D701_D502","17",1,18000000,0.836,-4.56,33,16500000,33,2,0.05
