"segment","sample","chromosome","start","end","copy_number","absolute_copy_number","bin_count","sum_of_bin_lengths","weight","ploidy","cellularity"
1,"SLX-9246.D701_D504","1",1000001,248500000,1.012,2.48,367,183500000,367,2,0.05
2,"SLX-9246.D701_D504","10",1,134000000,0.989,1.56,210,105000000,210,2,0.05
3,"SLX-9246.D701_D504","11",500001,134500000,0.992,1.68,215,107500000,215,2,0.05
4,"SLX-9246.D701_D504","12",1000001,88500000,1.026,3.04,137,68500000,137,2,0.05
5,"SLX-9246.D701_D504","12",88500001,94000000,1.193,9.72,10,5000000,10,2,0.05
6,"SLX-9246.D701_D504","12",95000001,125000000,0.981,1.24,55,27500000,55,2,0.05
7,"SLX-9246.D701_D504","12",126000001,133500000,0.853,-3.88,11,5500000,11,2,0.05
8,"SLX-9246.D701_D504","13",20000001,115169878,0.99,1.6,166,82669878,165.339756,2,0.05
9,"SLX-9246.D701_D504","14",20500001,106000000,1,2,150,75000000,150,2,0.05
10,"SLX-9246.D701_D504","15",22000001,32000000,0.884,-2.64,11,5500000,11,2,0.05
11,"SLX-9246.D701_D504","15",32000001,73500000,1.04,3.6,72,36000000,72,2,0.05
12,"SLX-9246.D701_D504","15",73500001,102500000,0.963,0.519999999999999,51,25500000,51,2,0.05
13,"SLX-9246.D701_D504","16",500001,90000000,0.956,0.239999999999998,118,59000000,118,2,0.05
14,"SLX-9246.D701_D504","17",1,81000000,0.987,1.48,121,60500000,121,2,0.05
15,"SLX-9246.D701_D504","18",500001,78077248,0.977,1.08,127,63077248,126.154496,2,0.05
16,"SLX-9246.D701_D504","19",1000001,59000000,0.944,-0.240000000000002,79,39500000,79,2,0.05
17,"SLX-9246.D701_D504","2",1000001,243000000,1.005,2.2,385,192500000,385,2,0.05
18,"SLX-9246.D701_D504","20",1,62500000,0.986,1.44,106,53000000,106,2,0.05
19,"SLX-9246.D701_D504","21",15500001,48000000,1,2,51,25500000,51,2,0.05
20,"SLX-9246.D701_D504","22",19000001,51000000,0.951,0.0399999999999983,54,27000000,54,2,0.05
21,"SLX-9246.D701_D504","3",1,197500000,1.013,2.52,335,167500000,335,2,0.05
22,"SLX-9246.D701_D504","4",500001,190000000,1.001,2.04,316,158000000,316,2,0.05
23,"SLX-9246.D701_D504","5",500001,38500000,0.941,-0.360000000000002,62,31000000,62,2,0.05
24,"SLX-9246.D701_D504","5",38500001,150000000,1.03,3.2,188,94000000,188,2,0.05
25,"SLX-9246.D701_D504","5",150500001,180500000,0.945,-0.200000000000002,49,24500000,49,2,0.05
26,"SLX-9246.D701_D504","6",500001,170500000,1.023,2.92,283,141500000,283,2,0.05
27,"SLX-9246.D701_D504","7",1,159000000,0.993,1.72,251,125500000,251,2,0.05
28,"SLX-9246.D701_D504","8",500001,146364022,1.053,4.12,243,121364022,242.728044,2,0.05
29,"SLX-9246.D701_D504","9",500001,140500000,1,2,184,92000000,184,2,0.05
30,"SLX-9246.D701_D504","1",1000001,248500000,1.012,2.24,367,183500000,367,2,0.1
31,"SLX-9246.D701_D504","10",1,134000000,0.989,1.78,210,105000000,210,2,0.1
32,"SLX-9246.D701_D504","11",500001,134500000,0.992,1.84,215,107500000,215,2,0.1
33,"SLX-9246.D701_D504","12",1000001,88500000,1.026,2.52,137,68500000,137,2,0.1
34,"SLX-9246.D701_D504","12",88500001,94000000,1.193,5.86,10,5000000,10,2,0.1
35,"SLX-9246.D701_D504","12",95000001,125000000,0.981,1.62,55,27500000,55,2,0.1
36,"SLX-9246.D701_D504","12",126000001,133500000,0.853,-0.94,11,5500000,11,2,0.1
37,"SLX-9246.D701_D504","13",20000001,115169878,0.99,1.8,166,82669878,165.339756,2,0.1
38,"SLX-9246.D701_D504","14",20500001,106000000,1,2,150,75000000,150,2,0.1
39,"SLX-9246.D701_D504","15",22000001,32000000,0.884,-0.32,11,5500000,11,2,0.1
40,"SLX-9246.D701_D504","15",32000001,73500000,1.04,2.8,72,36000000,72,2,0.1
41,"SLX-9246.D701_D504","15",73500001,102500000,0.963,1.26,51,25500000,51,2,0.1
42,"SLX-9246.D701_D504","16",500001,90000000,0.956,1.12,118,59000000,118,2,0.1
43,"SLX-9246.D701_D504","17",1,81000000,0.987,1.74,121,60500000,121,2,0.1
44,"SLX-9246.D701_D504","18",500001,78077248,0.977,1.54,127,63077248,126.154496,2,0.1
45,"SLX-9246.D701_D504","19",1000001,59000000,0.944,0.879999999999999,79,39500000,79,2,0.1
46,"SLX-9246.D701_D504","2",1000001,243000000,1.005,2.1,385,192500000,385,2,0.1
47,"SLX-9246.D701_D504","20",1,62500000,0.986,1.72,106,53000000,106,2,0.1
48,"SLX-9246.D701_D504","21",15500001,48000000,1,2,51,25500000,51,2,0.1
49,"SLX-9246.D701_D504","22",19000001,51000000,0.951,1.02,54,27000000,54,2,0.1
50,"SLX-9246.D701_D504","3",1,197500000,1.013,2.26,335,167500000,335,2,0.1
51,"SLX-9246.D701_D504","4",500001,190000000,1.001,2.02,316,158000000,316,2,0.1
52,"SLX-9246.D701_D504","5",500001,38500000,0.941,0.819999999999999,62,31000000,62,2,0.1
53,"SLX-9246.D701_D504","5",38500001,150000000,1.03,2.6,188,94000000,188,2,0.1
